neuron_id,super_class,class,cell_type,side,nt_type,nt_score,x,y,z
720575940647935028,visual_projection,bilateral,LT66,left,ACH,0.86,315.6,154.3,199.1
720575940647952948,central,,SAD013,right,GABA,0.68,631.4,250.2,125.2
720575940647966004,visual_projection,,LC16,left,ACH,0.5,394.1,292.7,156.3
720575940647966260,central,,PVLP024,left,GABA,0.71,449.2,227.7,147.4
720575940648418425,visual_projection,,LPLC2,left,ACH,0.48,335.4,172.0,193.8
720575940648637049,visual_projection,,LC16,right,ACH,0.58,638.6,320.1,155.1
720575940649181817,visual_projection,,LPT47_vCal2,right,GLUT,0.45,681.2,184.8,193.6
720575940649229433,visual_projection,,LC4,left,ACH,0.63,378.8,263.7,165.8
720575940649829241,descending,,DNge051,right,GABA,0.54,635.4,325.5,181.0
720575940650416505,visual_projection,,LT83,right,ACH,0.84,696.8,229.9,56.9
720575940650734070,central,,CB1717,right,ACH,0.87,636.9,235.6,206.9
720575940650935673,optic,LO,Li32,right,GABA,0.66,669.5,286.0,134.9
720575940650937078,visual_projection,,LC16,left,ACH,0.43,357.9,284.0,147.8
720575940651421686,visual_projection,,LPLC4,right,ACH,0.76,679.8,218.7,176.8
720575940652258550,central,,AVLP187,right,ACH,0.74,685.2,223.7,63.7
720575940652283126,central,,CB3705,right,ACH,0.82,685.2,240.5,36.4
720575940652554657,central,,PLP163,right,ACH,0.83,641.1,236.0,156.6
720575940652611745,visual_projection,,LC4,right,ACH,0.66,672.6,278.8,132.2
720575940652922529,central,,AOTU015a,right,ACH,0.8,616.1,149.1,46.0
720575940653213174,optic,ME.LO,LMa2,right,GABA,0.73,718.0,242.9,127.8
720575940653576694,central,,PS029,right,ACH,0.85,608.6,167.0,83.4
720575940653666465,visual_projection,,LPLC2,left,ACH,0.48,391.0,208.5,226.2
720575940653703841,central,,PVLP112b,right,GABA,0.82,671.6,211.5,181.0
720575940653742753,visual_projection,,LPLC2,right,ACH,0.43,679.3,221.5,176.8
720575940654069409,sensory,olfactory,ORN_DA2,left,ACH,0.58,522.6,205.8,68.4
720575940655000737,visual_projection,,LT51,left,GLUT,0.68,324.7,163.2,173.2
720575940655013025,central,,CB3797,left,ACH,0.86,514.8,369.8,179.0
720575940655750305,visual_projection,,LPLC2,left,ACH,0.54,345.4,263.1,198.6
720575940659222657,sensory,olfactory,ORN_DA2,right,SER,0.45,593.0,247.8,3.4
720575940659611777,central,ALPN,VP1d+VP4_l2PN2,left,ACH,0.88,445.9,264.6,78.4
720575940660051073,central,,CL140,right,GABA,0.76,664.5,175.8,192.2
720575940660217985,central,ALLN,lLN2P_b,right,GABA,0.35,619.6,220.8,42.8
720575940660219265,motor,brain_motor_neuron,CB0701,right,ACH,0.44,583.4,326.1,43.5
720575940660233601,central,,CB0857,left,GABA,0.66,420.4,316.7,109.5
720575940660292225,sensory,gustatory,LB3,left,ACH,0.67,472.2,369.3,134.4
720575940661316993,visual_projection,,LPLC2,right,ACH,0.5,698.6,191.7,171.8
